Module,File,Function/Method,Line Number,Model Affected,Operation Type,Current Execution Path,Creates PendingApproval,Bypasses Approval Engine,Risk Level,Recommended Refactor,Dependencies,Estimated Impact
inventory,inventory/views.py,shipment_detail,6392,ShipmentApprovalHistory,Create,"'last_updated_at', ||                 ]) ||  ||                 ShipmentApprovalHistory.objects.create( ||                     shipment=shipment, ||                     action='Requested More Information' if shipment.shipment_type != 'Return' else 'Return Requested',",No,Yes,Critical,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,High
inventory,inventory/views.py,shipment_detail,6399,AuditLog,Create,"user=request.user, ||                 ) ||  ||                 AuditLog.objects.create( ||                     name='Return Requested', ||                     action=(",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,Medium
inventory,inventory/views.py,shipment_detail,6416,ApplicationSetting,Create,"f'A return request for shipment {shipment.shipment_id} has been assigned to you. Please respond in the courier dashboard.' ||                     ) ||  ||                 application_settings = ApplicationSetting.objects.first() or ApplicationSetting.objects.create() ||                 backup_admins = User.objects.filter(is_active=True, groups__name='Backup Administrator').distinct() ||                 for admin in backup_admins:",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,Medium
inventory,inventory/views.py,shipment_detail,6419,ApplicationSetting,Create,"application_settings = ApplicationSetting.objects.first() or ApplicationSetting.objects.create() ||                 backup_admins = User.objects.filter(is_active=True, groups__name='Backup Administrator').distinct() ||                 for admin in backup_admins: ||                     AuditLog.objects.create( ||                         name='Return Approval Required', ||                         action=f'Return request for shipment {shipment.shipment_id} requires your approval.',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,Medium
inventory,inventory/views.py,shipment_detail,6493,ShipmentApprovalHistory,Create,"shipment.approval_date = timezone.localtime() ||                     shipment.approval_remarks = comments or 'Rejected by backup administrator.' ||                 shipment.last_updated_by = request.user ||                 shipment.save(update_fields=['status', 'approved_by', 'approval_date', 'approval_remarks', 'last_updated_by', 'last_updated_at', 'courier_name', 'courier_contact', 'tracking_number', 'number_of_tapes']) ||                 ShipmentApprovalHistory.objects.create(shipment=shipment, action='Approved' if decision == 'approve' else 'Rejected', comments=comments, user=request.user) ||                 if decision == 'approve':",No,Yes,Critical,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,High
inventory,inventory/views.py,shipment_detail,6494,ShipmentApprovalHistory,Create,"shipment.approval_remarks = comments or 'Rejected by backup administrator.' ||                 shipment.last_updated_by = request.user ||                 shipment.save(update_fields=['status', 'approved_by', 'approval_date', 'approval_remarks', 'last_updated_by', 'last_updated_at', 'courier_name', 'courier_contact', 'tracking_number', 'number_of_tapes']) ||                 ShipmentApprovalHistory.objects.create(shipment=shipment, action='Approved' if decision == 'approve' else 'Rejected', comments=comments, user=request.user) ||                 if decision == 'approve': ||                     AuditLog.objects.create(",No,Yes,Critical,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,High
inventory,inventory/views.py,shipment_detail,6496,ShipmentApprovalHistory,Create,"shipment.save(update_fields=['status', 'approved_by', 'approval_date', 'approval_remarks', 'last_updated_by', 'last_updated_at', 'courier_name', 'courier_contact', 'tracking_number', 'number_of_tapes']) ||                 ShipmentApprovalHistory.objects.create(shipment=shipment, action='Approved' if decision == 'approve' else 'Rejected', comments=comments, user=request.user) ||                 if decision == 'approve': ||                     AuditLog.objects.create( ||                         name='Shipment Assigned', ||                         action=f'Shipment {shipment.shipment_id} assigned to courier {courier_name or (courier_profile.full_name if courier_profile else ""selected courier"")}',",No,Yes,Critical,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,High
inventory,inventory/views.py,(module),6510,AuditLog,Create,"f'You approved shipment {shipment.shipment_id} requested by {operator.get_full_name() or operator.username} ' ||                             f'and assigned it to {assigned_courier}.' ||                         ) ||                         AuditLog.objects.create( ||                             name='Shipment Approved', ||                             action=operator_message,",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,Medium
inventory,inventory/views.py,(module),6531,AuditLog,Create,"courier_message = ( ||                             f'Shipment {shipment.shipment_id} was assigned to you and requires pickup confirmation.' ||                         ) ||                         AuditLog.objects.create( ||                             name='Shipment Assigned', ||                             action=courier_message,",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,Medium
inventory,inventory/views.py,(module),6542,AuditLog,Create,"courier_message = ( ||                             f'Shipment {shipment.shipment_id} was assigned to you and requires pickup confirmation.' ||                         ) ||                         AuditLog.objects.create( ||                             name='Shipment Assigned', ||                             action=courier_message,",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,Medium
inventory,inventory/views.py,(module),6557,AuditLog,Create,"else: ||                     operator = shipment.created_by ||                     if operator: ||                         AuditLog.objects.create( ||                             name='Shipment Rejected', ||                             action=f'Your shipment request {shipment.shipment_id} was rejected. {comments}'.strip(),",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,Medium
inventory,inventory/views.py,(module),6618,ShipmentApprovalHistory,Create,shipment.approval_date = timezone.localtime() ||                 shipment.last_updated_by = request.user ||                 shipment.save() ||  ||                 ShipmentApprovalHistory.objects.create(,No,Yes,Critical,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,High
